location,longitude,latitude,start,end,epiUnit,eventID,animal type,outbreakNumber,species,death,cases,susceptible,killed,slaughtered,First administrative division
Tönning,8.938,54.31,2/24/2022,3/7/2022,Not applicable,4012,wild,101479,Anatidae (unidentified),1,1,0,0,0,Schleswig-Holstein
Stranraer,-5.0,54.9,11/15/2021,12/21/2021,Other,4030,wild,93274,Greylag Goose;Eurasian buzzard (common buzzard),3,3,0,0,0,Scotland
Aignan (32001),0.07185,43.67976,12/26/2022,2/27/2023,Farm,4116,domestic,111083,Birds,30,6000,6000,5970,0,Occitanie
 Torcy (71540) ,4.43843524,46.779773,2/19/2023,12/31/1969,Other,4075,wild,115509,Black-headed Gull,11,11,0,0,0,Bourgogne-Franche-Comté
Regional Municipality of York (ON-IP26),-79.25,44.3,5/12/2022,7/11/2022,Farm,4294,domestic,103497,Birds,524,524,4377,3853,0,Ontario
MAGGAL,35.0259,32.3855,12/31/2022,1/2/2023,Farm,4742,domestic,111424,Birds,80,0,25000,24920,0,Haifa
Feltwell King’s Lynn & West Norfolk ,0.44,52.46,10/10/2022,12/31/1969,Farm,4644,domestic,107999,Birds,348,4924,5928,5580,0,England
Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,4792,domestic,114251,Birds,810,16140,16140,15330,0,Warmińsko-Mazurskie
Chikhali,77.34044,18.8882,1/14/2021,2/7/2023,Backyard,3496,domestic,90078,Birds,5,5,319,314,0,Maharashtra
Summit County,-81.52,41.083,9/8/2022,2/13/2023,Backyard,4247,domestic,106873,Birds,0,0,6,6,0,Ohio
Izumi-City3,130.3526,32.0905,11/25/2022,1/5/2023,Farm,4689,domestic,109594,Birds,66,66,472400,472334,0,Kagoshima
Samuelston East Lothian  ,-2.82,55.92,1/6/2023,1/6/2023,Other,4643,wild,112504,Eurasian buzzard (common buzzard),1,1,0,0,0,Scotland
Vadshuse,12.2339,56.0661,11/22/2022,11/22/2022,Not applicable,4028,wild,110783,Mute Swan,1,1,0,0,0,Veterinary Inspection Unit East
Øygarden k,5.03723,60.35277,6/16/2022,12/31/1969,Other,4266,wild,105785,Northern Gannet,1,1,0,0,0,Vestland
Lapeer County,-83.331,43.04,4/21/2022,12/31/1969,Other,4451,wild,103114,Red Fox,1,1,0,0,0,Michigan
Tedburn St Mary Teignbridge,-3.61,50.73,4/10/2022,6/8/2022,Farm,4056,domestic,101937,Birds,6,12,182,176,0,England
Northampton County,-75.248,40.6911,8/5/2022,1/8/2023,Backyard,4309,domestic,105953,Birds,0,0,88,88,0,Pennsylvania
Regional District of Peace River (BC-IP13),-120.5,56.0,5/3/2022,6/19/2022,Backyard,4191,domestic,103862,Birds,3,3,16,13,0,British Columbia
Talahari,78.0762,19.3315,1/14/2021,2/7/2023,Backyard,3496,domestic,90080,Birds,9,9,182,173,0,Maharashtra
Vadsø kommune,29.75098,70.06652,6/14/2022,12/31/1969,Other,4266,wild,105751,Northern Gannet,0,1,0,0,0,Troms Og Finnmark
Bollingstedt,9.4286,54.5921,2/16/2022,3/7/2022,Not applicable,4012,wild,101478,Anatidae (unidentified),1,1,0,0,0,Schleswig-Holstein
Wymondham South Norfolk ,1.09,52.59,10/13/2022,12/31/1969,Farm,4644,domestic,107998,Birds,493,10861,22860,22367,0,England
Izumi-City37,130.3532,32.0906,11/23/2022,11/23/2022,Not applicable,4634,wild,110794,White-naped crane,2,2,0,0,0,Kagoshima
 Giffaumont-Champaubert (51269) ,4.77249,48.553082,2/7/2023,12/31/1969,Other,4075,wild,115508,Black-headed Gull,2,2,0,0,0,Grand Est
Gijón,-5.684070627,43.498794171,9/17/2022,11/1/2022,Other,4231,wild,108035,Northern Gannet,0,1,0,1,0,Principado de Asturias
Verona,11.009895,45.425053,2/13/2023,12/31/1969,Body of water,4640,wild,114238,Black-headed Gull,1,1,0,0,0,Veneto
Aignan (32001),0.081196,43.67225,12/23/2022,2/27/2023,Farm,4116,domestic,110905,Birds,0,12042,12042,12042,0,Occitanie
Izumi-City2,130.3526,32.0905,11/22/2022,1/5/2023,Farm,4689,domestic,109591,Birds,10,13,75300,75290,0,Kagoshima
Weast Greater Manchester ,-2.29,53.48,12/10/2022,1/10/2023,Other,4643,wild,110667,Canada Goose;Mute Swan,7,7,0,0,0,England
Brome-Missisquoi (QC-IP3),-72.54,45.21,4/8/2022,7/14/2022,Farm,4294,domestic,101713,Birds,231,231,46189,45958,0,Québec
HAZOR-ASHDOD,34.7377,31.7816,12/26/2022,12/28/2022,Farm,4742,domestic,111418,Birds,55,0,8000,7945,0,HaDarom
Brampton,-2.61,54.91,12/16/2021,1/30/2022,Other,4030,wild,94703,Eurasian buzzard (common buzzard);Anserinae (unidentified),2,2,0,0,0,England
Dawes 01,-103.018,42.828,9/11/2022,2/15/2023,Backyard,4247,domestic,106907,Birds,30,0,44,14,0,Nebraska
Münster,7.54,51.93,10/13/2022,11/15/2022,Backyard,4637,domestic,108533,Birds,13,13,110,97,0,Nordrhein-Westfalen
New Castle County,-75.509,39.73,2/19/2022,12/26/2022,Farm,4309,domestic,97981,Birds,0,0,1146937,1146937,0,Delaware
Bjergby,10.0031,56.5167,11/22/2022,11/22/2022,Not applicable,4028,wild,110782,Mute Swan,1,1,0,0,0,Veterinary Inspection Unit North
Newton St Cyres Mid Devon,-3.57,50.76,3/30/2022,6/8/2022,Farm,4056,domestic,101366,Birds,70,76,16622,16552,0,England
Esens,7.566,53.67,1/20/2022,2/8/2022,Not applicable,4023,wild,97693,Anatidae (unidentified),3,3,0,0,0,Niedersachsen
Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,4792,domestic,114250,Birds,714,9066,9066,8352,0,Warmińsko-Mazurskie
Genk,5.528725,50.980436,1/31/2023,2/9/2023,Other,4073,wild,113851,Black-headed Gull,1,1,0,0,0,Vlaanderen
Camrose County	 (AB-IP20),-112.52,53.19,4/23/2022,6/6/2022,Backyard,4191,domestic,102602,Birds,16,16,17,1,0,Alberta
Kiel Windeweer,6.75339,53.1163,10/3/2022,10/30/2022,Farm,4031,domestic,107477,Birds,35,35,100825,100790,0,Groningen
Mariaichi Wadi/ Khandala,74.0125,18.0356,1/14/2021,2/7/2023,Backyard,3496,domestic,90082,Birds,60,60,539,479,0,Maharashtra
Ratzeburg,10.782,53.698,2/27/2022,12/31/1969,Not applicable,4012,wild,101477,Laridae (unidentified),1,1,0,0,0,Schleswig-Holstein
Jan Mayen,-8.2557,70.9928,7/19/2022,12/31/1969,Other,4266,wild,105611,Great Skua,1,1,0,0,0,Svalbard and Jan Mayen
Peschiera Del Garda,10.669542,45.45211,2/9/2023,12/31/1969,Body of water,4640,wild,114235,Black-headed Gull,9,9,0,0,0,Veneto
Tainai-City1,139.4105,38.0596,11/19/2022,11/19/2022,Not applicable,4634,wild,110699,Peregrin falcon,0,1,0,1,0,Niigata
Castrillón,-5.994010305,43.547940565,9/24/2022,11/3/2022,Other,4231,wild,108032,Northern Gannet,0,1,0,1,0,Principado de Asturias
Dereham Breckland ,1.05,52.67,10/10/2022,12/31/1969,Farm,4644,domestic,107994,Birds,300,380,38000,37700,0,England
Izumi-City1,130.3526,32.0905,11/16/2022,1/5/2023,Farm,4689,domestic,109304,Birds,47,47,110900,110853,0,Kagoshima
 Cagnotte (40059) ,-1.079043,43.601672,1/23/2023,2/27/2023,Farm,4116,domestic,112990,Birds,0,0,820,820,0,Nouvelle-Aquitaine
 Fontainebleau (77186) ,2.7041726,48.402923,2/8/2023,12/31/1969,Other,4075,wild,115507,Black-headed Gull,2,2,0,0,0,Île-de-France
Rietberg,8.46,51.84,10/13/2022,11/29/2022,Farm,4637,domestic,107790,Birds,13,88,8580,8567,0,Nordrhein-Westfalen
Todd County,-94.865,45.975,9/18/2022,2/18/2023,Backyard,4247,domestic,107078,Birds,10,0,51,41,0,Minnesota
EN ZURIM,34.7202,31.6905,12/26/2022,12/28/2022,Farm,4742,domestic,111412,Birds,10,0,9500,9490,0,HaDarom
Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,4792,domestic,113461,Birds,230,18823,18823,18593,0,Warmińsko-Mazurskie
Woodford Greater Manchester  ,-2.16,53.32,1/9/2023,1/9/2023,Other,4643,wild,112503,Eurasian buzzard (common buzzard),1,1,0,0,0,England
Esens,7.6138,53.634,2/8/2022,2/13/2022,Not applicable,4023,wild,97692,Anatidae (unidentified),1,1,0,0,0,Niedersachsen
Market Weston West Suffolk,0.96,52.36,3/7/2022,5/30/2022,Farm,4056,domestic,99211,Birds,50,450,800,750,0,England
Leyburn,-1.88,54.3,11/1/2021,12/28/2021,Other,4030,wild,92423,Eurasian buzzard (common buzzard);Common pheasant,7,7,0,0,0,England
Ølgod,8.6073,55.8119,11/22/2022,11/22/2022,Not applicable,4028,wild,110774,Greylag Goose,1,1,0,0,0,Veterinary Inspection Unit South
Palić Ludosko jezero,19.75214,46.10002,1/22/2023,12/31/1969,Body of water,4859,wild,112715,Greylag Goose,2,2,0,0,0,Severno-Bački
Avalon Peninsula,-52.75,47.54,11/25/2021,3/11/2022,Not applicable,4191,wild,94707,American Black Duck;Northern Saw-whet Owl;Ruffed grouse;Great black-backed Gull;American crow;Common Eider;Herring Gull,5,14,0,7,0,Newfoundland and Labrador
Zuidwolde,6.59987,53.26636,9/29/2022,12/27/2022,Farm,4031,domestic,107476,Birds,0,20,26714,26714,0,Groningen
Racine County,-87.836,42.755,9/22/2022,1/3/2023,Farm,4309,domestic,107329,Birds,1409,0,10000,8591,0,Wisconsin
Antwerpen,4.344846,51.257127,1/30/2023,2/9/2023,Other,4073,wild,113850,Peregrin falcon,1,1,0,0,0,Vlaanderen
Camrose County (AB-IP7),-112.91,52.9,4/8/2022,7/12/2022,Farm,4294,domestic,101674,Birds,2405,2405,25000,22595,0,Alberta
Jefferson County,-88.796,43.027,4/8/2022,12/31/1969,Other,4451,wild,103113,Red Fox,1,2,0,0,0,Wisconsin
Warwati,76.4691,18.785,1/14/2021,2/7/2023,Backyard,3496,domestic,90084,Birds,68,68,987,919,0,Maharashtra
Hohwacht (Ostsee),10.676,54.317,2/14/2022,2/27/2022,Not applicable,4012,wild,101476,Anatidae (unidentified),1,1,0,0,0,Schleswig-Holstein
Verona,10.99578,45.424845,2/11/2023,12/31/1969,Body of water,4640,wild,114234,Black-headed Gull,1,1,0,0,0,Veneto
Tottori-City1,134.2223,35.4943,11/30/2022,12/26/2022,Farm,4689,domestic,109798,Birds,68,68,107300,107232,0,Tottori
Izumi-City36,130.3532,32.0906,11/26/2022,11/26/2022,Not applicable,4634,wild,110709,White-naped crane,4,4,0,0,0,Kagoshima
Punta Umbría,-6.98478198,37.19341696,9/21/2022,11/1/2022,Other,4231,wild,108029,Northern Gannet,0,1,0,1,0,Andalucía
Sarpsborg,11.10835,59.31898,7/6/2022,12/31/1969,Other,4266,wild,105120,Barnacle Goose,0,1,0,1,0,Viken
Hingham South Norfolk ,0.95,52.56,10/8/2022,12/31/1969,Farm,4644,domestic,107990,Birds,396,1011,78000,77604,0,England
 Saint-Germain-sur-Morin (77413) ,2.84179815,48.885091,2/6/2023,12/31/1969,Other,4075,wild,115506,Black-headed Gull,1,1,0,0,0,Île-de-France
 Cagnotte (40059) ,-1.077537,43.601348,1/23/2023,2/27/2023,Farm,4116,domestic,112987,Birds,0,0,1700,1700,0,Nouvelle-Aquitaine
Wildervank I,6.88196,53.05544,9/28/2022,11/6/2022,Farm,4031,domestic,107475,Birds,10,10,14826,14816,0,Groningen
Bottrop,6.92,51.61,9/30/2022,11/7/2022,Backyard,4637,domestic,107317,Birds,11,11,240,229,0,Nordrhein-Westfalen
Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,4792,domestic,110810,Birds,2500,13000,13000,10500,0,Kujawsko-Pomorskie
Westleton Suffolk ,1.62,52.24,10/19/2022,1/6/2023,Other,4643,wild,108430,Barnacle Goose;Peregrin falcon,2,2,0,0,0,England
MISHMAR HASHARON,34.9117,32.3598,12/18/2022,12/20/2022,Farm,4742,domestic,110770,Birds,250,250,128000,127750,0,HaMerkaz
Atali,73.1018,19.16,1/14/2021,2/7/2023,Backyard,3496,domestic,90085,Birds,4,4,87,83,0,Maharashtra
Redgrave Mid Suffolk,1.02,52.32,3/9/2022,5/30/2022,Farm,4056,domestic,99210,Birds,735,735,19960,19225,0,England
Draget,8.3566,56.6827,11/18/2022,11/18/2022,Not applicable,4028,wild,110773,Greylag Goose,1,1,0,0,0,Veterinary Inspection Unit North
Waushara County,-89.293,44.078,4/23/2022,12/31/1969,Other,4451,wild,102891,Red Fox,1,1,0,0,0,Wisconsin
Box Butte County,-102.859,42.098,9/29/2022,2/15/2023,Backyard,4247,domestic,107360,Birds,53,0,104,51,0,Nebraska
Sanpete County,-111.646,39.283,10/3/2022,1/4/2023,Farm,4309,domestic,107546,Birds,0,0,26658,26658,0,Utah
Krummhörn,7.091,53.501,2/8/2022,2/14/2022,Not applicable,4023,wild,97691,Charadriidae (unidentified),1,1,0,0,0,Niedersachsen
Huron County (ON-IP19),-81.33,43.87,4/23/2022,7/6/2022,Farm,4294,domestic,102599,Birds,3000,3000,31800,28800,0,Ontario
MALINOVO,17.2945,48.1559,4/20/2021,5/19/2021,Backyard,3672,domestic,84677,Birds,6,6,6,0,0,Bratislavský
Lubbeek,4.748655,50.893531,1/30/2023,2/9/2023,Other,4073,wild,113849,Black-headed Gull,1,1,0,0,0,Vlaanderen
Avalon Peninsula,-53.37,47.7,3/31/2022,3/31/2022,Not applicable,4191,wild,95266,Great black-backed Gull;American crow;Common Raven,3,4,0,1,0,Newfoundland and Labrador
Wolverhampton,-2.14,52.59,12/9/2021,1/1/2022,Other,4030,wild,94118,Mute Swan;Canada Goose,9,9,0,0,0,England
Hattstedtermarsch,8.988876,54.525067,2/23/2022,2/28/2022,Not applicable,4012,wild,98271,Anatidae (unidentified),0,1,0,1,0,Schleswig-Holstein
Kannonji-City2,133.6626,34.1285,11/21/2022,12/17/2022,Farm,4689,domestic,109588,Birds,64,64,32900,32836,0,Kagawa
Sømna,12.23485,65.3239,7/11/2022,12/31/1969,Body of water,4266,wild,105119,Northern Gannet,1,1,0,0,0,Nordland
Izumi-City35,130.3532,32.0906,11/26/2022,11/26/2022,Not applicable,4634,wild,110708,Hooded crane,74,74,0,0,0,Kagoshima
Santoña,-3.45469125,43.452430906,9/29/2022,10/27/2022,Other,4231,wild,107928,Northern Gannet,1,1,0,0,0,Cantabria
 Saint-André-les-Vergers (10333) ,4.03752,48.278976,2/7/2023,12/31/1969,Other,4075,wild,115505,Black-headed Gull,1,1,0,0,0,Grand Est
Rayate,73.1336,19.1529,1/14/2021,2/7/2023,Farm,3496,domestic,90087,Birds,41,41,1411,1370,0,Maharashtra
Bakewell Derbyshire Dales ,-1.7,53.22,1/12/2023,12/31/1969,Backyard,4643,domestic,112497,Birds,4,5,13,9,0,England
Nieuwe Weerdinge,7.00136,52.86442,10/9/2022,11/5/2022,Farm,4031,domestic,107474,Birds,300,320,319818,319518,0,Drenthe
Hage,7.284,53.6027,2/8/2022,2/14/2022,Not applicable,4023,wild,97690,Accipitridae (unidentified),1,1,0,0,0,Niedersachsen
Wymondham South Norfolk ,1.02,52.56,10/11/2022,12/31/1969,Farm,4644,domestic,107985,Birds,27,32,46800,46773,0,England
 Cagnotte (40059) ,-1.0870119,43.58879,1/19/2023,2/27/2023,Farm,4116,domestic,112713,Birds,0,1347,1347,1347,0,Nouvelle-Aquitaine
Rock County,-88.974,42.745,4/18/2022,12/31/1969,Other,4451,wild,102890,Red Fox,1,1,0,0,0,Wisconsin
Rees,6.44,51.77,10/30/2022,12/5/2022,Farm,4637,domestic,108787,Birds,365,6865,22100,21735,0,Nordrhein-Westfalen
Redgrave Mid Suffolk,0.98,52.36,2/25/2022,5/30/2022,Farm,4056,domestic,98308,Birds,385,2845,33712,33327,0,England
Weld County,-104.68,40.393,9/30/2022,2/11/2023,Backyard,4247,domestic,108365,Birds,2,0,40,38,0,Colorado
Horsens,9.8808,55.8625,11/14/2022,11/14/2022,Not applicable,4028,wild,110772,Barnacle Goose,1,1,0,0,0,Veterinary Inspection Unit South
Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,4792,domestic,112623,Birds,1100,27984,27984,26884,0,Kujawsko-Pomorskie
Mantova,10.759409,45.157876,2/12/2023,12/31/1969,Body of water,4640,wild,114233,Black-headed Gull,1,1,0,0,0,Lombardia
Snohomish County,-122.197,47.964,12/17/2022,12/31/1969,Backyard,4309,domestic,111469,Birds,38,0,178,140,0,Washington
Weinböhla,13.58,51.16,2/2/2023,12/31/1969,Zoo,4130,domestic,115792,Birds,0,0,35,35,0,Sachsen
Langley Township (BC-IP16),-122.61,49.06,6/6/2022,7/4/2022,Farm,4294,domestic,104019,Birds,174,174,57474,57300,0,British Columbia
Southwest Coast NL,-58.61,47.88,3/24/2022,3/24/2022,Not applicable,4191,wild,102968,American crow,1,1,0,0,0,Newfoundland and Labrador
olen,4.902523,51.175302,1/30/2023,2/9/2023,Other,4073,wild,113848,Black-headed Gull,1,1,0,0,0,Vlaanderen
Stockport,-2.05,53.41,11/11/2021,12/30/2021,Other,4030,wild,92932,Northern Goshawk;Black-headed Gull;Canada Goose,4,4,0,0,0,England
Kannonji-City3,133.6626,34.1285,11/22/2022,12/17/2022,Farm,4689,domestic,109589,Birds,3,3,35000,34997,0,Kagawa
Hermansen Island bird sanctuary,12.21542,78.54086,7/6/2022,12/31/1969,Not applicable,4266,wild,104852,Great Skua,1,1,0,0,0,Svalbard and Jan Mayen
Imizu-City1,137.0756,36.7304,11/25/2022,11/25/2022,Not applicable,4634,wild,110707,Tundra Swan,1,1,0,0,0,Toyama
Dassendorf,10.34,53.499,2/20/2022,2/22/2022,Not applicable,4012,wild,98270,Accipitridae (unidentified),1,1,0,0,0,Schleswig-Holstein
 Dienville (10123) ,4.52558654,48.348474,2/9/2023,12/31/1969,Other,4075,wild,115504,Black-headed Gull,1,1,0,0,0,Grand Est
Comillas,-4.295167379,43.364651055,9/28/2022,10/27/2022,Other,4231,wild,107927,Northern Gannet,1,1,0,0,0,Cantabria
Nikol'skoe,165.995944,55.195796,1/10/2023,12/31/1969,Backyard,4852,domestic,112581,Birds,1,1,100,99,0,Kamchatka
Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,4792,domestic,110824,Birds,1035,24998,24998,23963,0,Warmińsko-Mazurskie
Dhundi,77.569,19.9102,1/17/2021,2/7/2023,Backyard,3496,domestic,90090,Birds,239,239,650,411,0,Maharashtra
Nørre Højrup,10.2579,55.5538,11/10/2022,11/10/2022,Not applicable,4028,wild,110771,Tawny owl,1,1,0,0,0,Veterinary Inspection Unit East
Waldhufen,14.795,51.268,2/20/2023,3/8/2023,Not applicable,4130,wild,115791,Accipitridae (unidentified),0,2,0,2,0,Sachsen
Uplengen,7.7384,53.3013,1/25/2022,1/25/2022,Not applicable,4023,wild,96830,Anatidae (unidentified),1,1,0,0,0,Niedersachsen
San Giovanni Lupatoto,11.041316,45.380196,1/29/2023,12/31/1969,Natural park,4640,wild,114008,Black-headed Gull,1,1,0,0,0,Veneto
Ise Lodge Northamptonshire ,-0.7,52.38,1/6/2023,1/6/2023,Other,4643,wild,112346,Mute Swan,2,2,0,0,0,England
 Type *,-0.0315339,43.8631,1/20/2023,2/27/2023,Farm,4116,domestic,112714,Birds,0,3555,3555,3555,0,Occitanie
Eye Mid Suffolk,1.06,52.27,3/30/2022,5/30/2022,Farm,4056,domestic,101594,Birds,13,18,158,145,0,England
Klarenbeek,6.07502,52.14883,10/1/2022,10/21/2022,Farm,4031,domestic,107478,Birds,0,20,7430,7430,0,Gelderland
Tulsa County,-95.979,36.143,10/9/2022,2/15/2023,Backyard,4247,domestic,108638,Birds,8,0,31,23,0,Oklahoma
Mundford Breckland,0.66,52.53,10/10/2022,12/31/1969,Farm,4644,domestic,107982,Birds,4100,4300,32000,27900,0,England
Northern Peninsula,-57.92,49.58,1/17/2022,1/17/2022,Not applicable,4191,wild,98165,American crow,1,1,0,0,0,Newfoundland and Labrador
Dumfries,-3.6,55.06,12/7/2021,12/29/2021,Other,4030,wild,94119,Barnacle Goose,6,6,0,0,0,Scotland
Lier,4.571433,51.13256,2/2/2023,2/9/2023,Other,4073,wild,113847,Black-headed Gull,1,1,0,0,0,Vlaanderen
KEFAR MONASH,34.918,32.3502,12/13/2022,12/17/2022,Farm,4742,domestic,110768,Birds,200,200,70000,69800,0,HaMerkaz
Hitra k,8.7616,63.57057,6/13/2022,12/31/1969,Other,4266,wild,104343,Accipitridae (unidentified),1,1,0,0,0,Trøndelag
Conil de la Frontera,-6.08914986,36.275484,9/27/2022,10/31/2022,Other,4231,wild,107829,Northern Gannet,0,1,0,1,0,Andalucía
Reußenköge,8.90253,54.592,2/16/2022,2/21/2022,Not applicable,4012,wild,97929,Anatidae (unidentified),1,1,0,0,0,Schleswig-Holstein
Wetaskiwin County (AB-IP14),-113.11,52.79,4/18/2022,5/19/2022,Farm,4294,domestic,102248,Birds,16,16,161400,161384,0,Alberta
Katori-City1,140.4994,35.8979,11/25/2022,12/17/2022,Other,4689,domestic,109592,Birds,7,10,21,14,0,Chiba
 Noyelles-Godault (62624) ,2.984096,50.407613,2/11/2023,12/31/1969,Other,4075,wild,115503,Black-headed Gull,1,1,0,0,0,Hauts-de-France
Mukawa-Town1,141.9266,42.5748,11/23/2022,11/23/2022,Not applicable,4634,wild,110706,Large-billed Crow,1,1,0,0,0,Hokkaido
Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,4792,domestic,110823,Birds,1368,19885,19885,18517,0,Warmińsko-Mazurskie
Glenn County,-122.197,39.74,12/19/2022,12/31/1969,Other,4309,domestic,110847,Birds,7521,0,40000,32479,0,California
Nimba,80.3326,21.2137,1/17/2021,2/7/2023,Farm,3496,domestic,90092,Birds,145,145,9067,8922,0,Maharashtra
Lewitzrand,11.69,53.45,3/8/2023,12/31/1969,Farm,4840,domestic,115596,Birds,250,450,16842,16592,0,Mecklenburg-Vorpommern
Schmölln-Putzkau,14.21,51.1,11/28/2022,1/10/2023,Backyard,4130,domestic,112650,Birds,5,5,135,130,0,Sachsen
Roundhay West Yorkshire ,-1.49,53.83,10/26/2022,1/4/2023,Other,4643,wild,108755,Mute Swan;Eurasian buzzard (common buzzard),4,4,0,0,0,England
San Giovanni Lupatoto,11.028599,45.401087,1/23/2023,12/31/1969,Natural park,4640,wild,114005,Black-headed Gull,1,1,0,0,0,Veneto
Asserballe,9.9929,54.9617,11/16/2022,11/16/2022,Not applicable,4028,wild,110769,Greylag Goose,1,1,0,0,0,Veterinary Inspection Unit South
Wildervank,6.89032,53.062,10/6/2022,11/13/2022,Farm,4031,domestic,107480,Birds,20,20,27684,27664,0,Groningen
Larimer County,-105.68,40.581,10/5/2022,2/14/2023,Backyard,4247,domestic,108364,Birds,5,0,23,18,0,Colorado
Edewecht,7.98683,53.1323,2/3/2022,2/7/2022,Not applicable,4023,wild,96833,Anatidae (unidentified),1,1,0,0,0,Niedersachsen
Near Thirsk Hambleton,-1.42,54.23,11/17/2021,3/4/2022,Farm,4056,domestic,93011,Birds,4000,4000,29700,25700,0,England
 Mansonville (82102) ,0.83799003,44.006705,2/15/2023,2/27/2023,Farm,4116,domestic,114576,Birds,33,420,4124,4091,0,Occitanie
Izumi-City34,130.3532,32.0906,11/25/2022,11/25/2022,Not applicable,4634,wild,110705,Hooded crane,52,52,0,0,0,Kagoshima
BET HALEWI,34.937,32.3593,12/10/2022,12/12/2022,Farm,4742,domestic,110325,Birds,35,100,20000,19965,0,HaMerkaz
Castelló d'Empúries,3.1224201893,42.269916216,9/27/2022,10/27/2022,Natural park,4231,wild,107828,Little Egret;White Stork,2,2,0,0,0,Cataluña
Süderau,9.517,53.81595,2/14/2022,2/20/2022,Not applicable,4012,wild,97928,Anatidae (unidentified),1,1,0,0,0,Schleswig-Holstein
La Flèche (72154),-0.047096885,47.677332,9/18/2022,11/6/2022,Zoo,4075,wild,107458,White-backed Vulture,1,1,0,0,0,Pays de la Loire
Wetteren,3.835761,50.989398,1/31/2023,2/9/2023,Other,4073,wild,113846,Black-headed Gull,1,1,0,0,0,Vlaanderen
The County of Two Hills (AB-IP26),-112.02,53.76,5/5/2022,5/24/2022,Farm,4294,domestic,103181,Birds,1200,1200,11664,10464,0,Alberta
Hightown,-2.25,53.19,11/18/2021,1/5/2022,Other,4030,wild,93291,Canada Goose;Mute Swan,4,4,0,0,0,England
Kelvedon Braintree,0.79,51.9,10/10/2022,12/31/1969,Farm,4644,domestic,107980,Birds,5601,6101,29500,23899,0,England
Date-City1(Fukushima),140.5628,37.8191,11/28/2022,12/21/2022,Farm,4689,domestic,109796,Birds,113,113,14500,14387,0,Fukushima
Eastern Ontario,-75.76,45.04,3/14/2022,4/6/2022,Not applicable,4191,wild,100918,Redhead;Snowy Owl;Canada Goose,4,5,0,1,0,Ontario
Orrestranda,5.51239,58.7422,6/14/2022,12/31/1969,Other,4266,wild,104341,Northern Gannet,3,3,0,0,0,Rogaland
Codington County,-97.108,44.875,12/25/2022,12/31/1969,Backyard,4309,domestic,111943,Birds,0,0,140,0,0,South Dakota
Süderholz,13.14,54.07,1/5/2023,3/5/2023,Backyard,4840,domestic,112330,Birds,79,79,253,174,0,Mecklenburg-Vorpommern
Sawargad,78.128,20.3952,1/19/2021,2/7/2023,Farm,3496,domestic,90094,Birds,4591,4591,6500,1909,0,Maharashtra
Wachau,13.879,51.158,3/10/2022,4/18/2022,Backyard,4130,domestic,100497,Birds,6,6,8,2,0,Sachsen
Mezzane Di Sotto,11.127575,45.481619,1/31/2023,12/31/1969,Natural park,4640,wild,114003,Black-headed Gull,1,1,0,0,0,Veneto
Hornum,9.3857,56.8535,11/13/2022,11/13/2022,Not applicable,4028,wild,109405,Mallard,0,1,0,1,0,Veterinary Inspection Unit North
Stratford on Avon Warwickshire,-1.7,52.18,10/14/2022,1/6/2023,Other,4643,wild,108845,Anserinae (unidentified);Eurasian buzzard (common buzzard);Mute Swan;Greylag Goose;Canada Goose,11,11,0,0,0,England
Neuharlingersiel,7.7556,53.692,2/3/2022,2/7/2022,Not applicable,4023,wild,96832,Anatidae (unidentified),1,1,0,0,0,Niedersachsen
Southwell Newark and Sherwood ,-1.02,53.08,5/16/2022,7/10/2022,Backyard,4056,domestic,103526,Birds,14,19,43,29,0,England
Wildervank ,6.88344,53.0542,10/3/2022,11/13/2022,Farm,4031,domestic,107479,Birds,20,20,17898,17878,0,Groningen
Indian River County,-80.389,27.632,10/12/2022,2/15/2023,Backyard,4247,domestic,108246,Birds,296,0,300,4,0,Florida
Izumi-City33,130.3532,32.0906,11/24/2022,11/24/2022,Not applicable,4634,wild,110704,White-naped crane,1,1,0,0,0,Kagoshima
65077 - BEAUCENS,-0.059877,42.9721,8/23/2022,11/22/2022,Zoo,4075,wild,107035,Variable Hawk,2,2,0,0,0,Occitanie
Carreño,-5.792723461,43.548857193,9/17/2022,10/24/2022,Other,4231,wild,107687,Northern Gannet,1,1,0,0,0,Principado de Asturias
Brokdorf,9.32286,53.865081,2/16/2022,2/20/2022,Not applicable,4012,wild,97927,Corvidae (unidentified),1,1,0,0,0,Schleswig-Holstein
Attleborough Breckland,1.01,52.56,10/6/2022,12/31/1969,Farm,4644,domestic,107671,Birds,177,259,12993,12816,0,England
BET HERUT,34.8734,32.375,11/24/2022,11/27/2022,Farm,4742,domestic,109424,Birds,500,1500,14000,13500,0,HaMerkaz
Philippeville,4.6869,50.1694,2/5/2023,2/9/2023,Other,4073,wild,113868,Red Jungle Fowl,12,12,14,2,0,Wallonie
Tela Atlantida,-87.5416,15.805,2/21/2023,12/31/1969,Other,4824,wild,115611,Brown Pelican,7,7,0,0,0,Atlántida
